Company,Valuation,Date Joined,Industry,City,Country,Continent,Year Founded,Funding,Investor 1,Investor 2,Investor 3,Investor 4,No of Investors
Mia.com,$1B,08-09-2015,E-commerce & direct-to-consumer,Beijing,China,Asia,2011,$232M,Sequoia Capital China, ZhenFund, K2 Ventures,,3
Minio,$1B,26-01-2022,Data management & analytics,Palo Alto,United States,North America,2014,$126M,General Catalyst, Nexus Venture Partners, Dell Technologies Capital,,3
Mobvoi,$1B,06-04-2017,Consumer & retail,Beijing,China,Asia,2012,$252M,Sequoia Capital China, SIG Asia Investments, ZhenFund,,3
Moka,$1B,02-11-2021,Internet software & services,Beijing,China,Asia,2015,$144M,GGV Capital, GSR Ventures, FreesFund,,3
Momenta,$1B,17-10-2018,Artificial intelligence,Beijing,China,Asia,2016,$1B,Sinovation Ventures, Tencent Holdings, Sequoia Capital China,,3
Morning Consult,$1B,08-06-2021,Internet software & services,Washington DC,United States,North America,2014,$91M,Advance Venture Partners, Susquehanna Growth Equity, Lupa Systems,,3
Movile,$1B,12-07-2018,Mobile & telecommunications,Sao Paulo,Brazil,South America,1998,$588M,Innova Capital - FIP, 3G Capital Management, Prosus Ventures,,3
Mux,$1B,30-04-2021,Internet software & services,San Francisco,United States,North America,2015,$174M,Accel, Cobalt Capital, Andreessen Horowitz,,3
Nature's Fynd,$1B,19-07-2021,Other,Chicago,United States,North America,2012,$463M,Danone Manifesto Ventures, 1955 Capital, Breakthrough Energy Ventures,,3
Newlink Group,$1B,10-07-2020,E-commerce & direct-to-consumer,Beijing,China,Asia,2016,$655M,JOY Capital, NIO Capital, Blueflame Capital,,3
News Break,$1B,07-01-2021,Internet software & services,Mountain View,United States,North America,2015,$151M,IDG Capital, Francisco Partners, ZhenFund,,3
Newsela,$1B,25-02-2021,Internet software & services,New York,United States,North America,2013,$172M,Owl Ventures, Technology Crossover Ventures, Tao Capital Partners,,3
NIUM,$1B,13-07-2021,Fintech,,Singapore,Asia,2014,$285M,Vertex Ventures SE Asia, Global Founders Capital, Visa Ventures,,3
NoBroker,$1B,23-11-2021,Internet software & services,Bengaluru,India,Asia,2014,$424M,General Atlantic, Elevation Capital, BEENEXT,,3
Noname Security,$1B,15-12-2021,Cybersecurity,Palo Alto,United States,North America,2020,$220M,Insight Partners, Lightspeed Venture Partners, CyberStarts,,3
Numbrs,$1B,22-08-2019,Fintech,Zurich,Switzerland,Europe,1999,$105M,Investment Corporation of Dubai, Centralway,,,2
Omada Health,$1B,23-02-2022,Health,San Francisco,United States,North America,2011,$449M,U.S. Venture Partners, dRx Capital, Andreessen Horowitz,,3
Omio,$1B,23-10-2018,Travel,Berlin,Germany,Europe,2013,$396M,Lakestar, Battery Ventures, New Enterprise Associates,,3
ONE,$1B,08-12-2021,Internet software & services,,Singapore,Asia,2011,$515M,Temasek, Guggenheim Investments, Qatar Investment Authority,,3
OpenWeb,$1B,09-11-2021,Internet software & services,New York,United States,North America,2012,$223M,Insight Partners, AltaIR Capital, Norma Investments,,3
Orbbec Technology,$1B,21-05-2018,Hardware,Shenzhen,China,Asia,2013,$200M,R-Z Capital, Green Pine Capital Partners, SAIF Partners China,,3
Orca Bio,$1B,17-06-2020,Health,Menlo Park,United States,North America,2016,$192M,Lightspeed Venture Partners, Data Collective, 8VC,,3
Orchard,$1B,09-09-2021,Fintech,New York,United States,North America,2017,$252M,Accomplice, Juxtapose, FirstMark Capital,,3
Owkin,$1B,18-11-2021,Artificial Intelligence,New York,United States,North America,2016,$254M,Google Ventures, Cathay Innovation, NJF Capital,,3
PandaDoc,$1B,22-09-2021,Internet software & services,San Francisco,United States,North America,2016,$51M,Rembrandt Venture Partners, M12, Altos Ventures,,3
Pat McGrath Labs,$1B,16-07-2018,Consumer & retail,New York,United States,North America,2016,$60M,One Luxury Group, Eurazeo,,,2
PatSnap,$1B,16-03-2021,Internet software & services,,Singapore,Asia,2007,$352M,Sequoia Capital China, Shunwei Capital Partners, Qualgro,,3
Payhawk,$1B,14-02-2022,Fintech,London,United Kingdom,Europe,2018,$239M,Earlybird Venture Capital, Eleven Ventures, QED Investors,,3
Pentera,$1B,11-01-2022,Cybersecurity,Petah Tikva,Israel,Asia,2015,$190M,AWZ Ventures, Blackstone, Insight Partners,,3
Pet Circle,$1B,06-12-2021,E-commerce & direct-to-consumer,Alexandria,Australia,Oceania,2011,$125M,Prysm Capital, Baillie Gifford & Co., TDM Growth Partners,,3
PicsArt,$1B,26-08-2021,Mobile & telecommunications,San Francisco,United States,North America,2011,$195M,Sequoia Capital, DCM Ventures, Insight Partners,,3
PLACE,$1B,17-11-2021,Internet software & services,Bellingham,United States,North America,2020,$100M,Goldman Sachs Asset Management, 3L,,,2
Placer.ai,$1B,12-01-2022,Artificial intelligence,Los Altos,United States,North America,2016,$166M,Fifth Wall Ventures, JBV Capital, Array Ventures,,3
Playco,$1B,21-09-2020,Other,Tokyo,Japan,Asia,2020,$140M,Sozo Ventures, Caffeinated Capital, Sequoia Capital,,3
Poizon,$1B,29-04-2019,Mobile & telecommunications,Shanghai,China,Asia,2015,Unknown,DST Global, Sequoia Capital China, Gaorong Capital,,3
PPRO,$1B,19-01-2021,Fintech,London,United Kingdom,Europe,2006,$370M,Wellington Management, Eurazeo, Citi Ventures,,3
Printful,$1B,24-05-2021,Other,Charlotte,United States,North America,2016,$130M,Bregal Sagemount,,,,1
Quantum Metric,$1B,07-01-2021,Data management & analytics,Colorado Springs,United States,North America,2015,$226M,Insight Partners, Bain Capital Ventures,,,2
Quizlet,$1B,13-05-2020,Edtech,San Francisco,United States,North America,2005,$62M,Union Square Ventures, Altos Ventures, Costanoa Ventures,,3
RapidAPI,$1B,23-03-2022,Internet software & services,San Francisco,United States,North America,2015,$273M,Green Bay Ventures, M12, Andreessen Horowitz,,3
Razor,$1B,08-11-2021,Consumer & retail,Berlin,Germany,Europe,2020,$167M,Global Founders Capital, 468 Capital, Redalpine Venture Partners,,3
Red Ventures,$1B,07-01-2015,Other,Fort Mill,United States,North America,2000,$250M,Silver Lake Partners, General Atlantic,,,2
REEF Technology,$1B,10-12-2018,"Supply chain, logistics, & delivery",Miami,United States,North America,2015,$2B,Target Global, UBS Asset Management, Mubadala Capital,,3
ReliaQuest,$1B,01-12-2021,Cybersecurity,Tampa,United States,North America,2007,$330M,KKR, FTV Capital, Ten Eleven Ventures,,3
Revolution Precrafted,$1B,23-10-2017,Other,Manila,Philippines,Asia,2015,$15M,K2 Global, 500 Startups,,,2
Rothy's,$1B,21-12-2021,Consumer & retail,San Francisco,United States,North America,2016,$484M,Alpargatas, GS Growth, Lightspeed Venture Partners,,3
SaltPay,$1B,09-04-2021,Fintech,London,United Kingdom,Europe,2019,$1B,Tiger Global Management, Hedosophia,,,2
Savage X Fenty,$1B,10-02-2021,E-commerce & direct-to-consumer,El Segundo,United States,North America,2018,$310M,Speedinvest, Valar Ventures, Uniqa Ventures,,3
Scalapay,$1B,23-02-2022,Fintech,Milan,Italy,Europe,2019,$416M,Fasanara Capital, Tiger Global Management, Baleen Capital,,3
Scandit,$1B,09-02-2022,"Supply chain, logistics, & delivery",Zurich,Switzerland,Europe,2009,$273M,Atomico, NGP Capital, Google Ventures,,3
Sentry,$1B,18-02-2021,Other,San Francisco,United States,North America,2011,$127M,New Enterprise Associates, Accel, Bond,,3
Shield AI,$1B,24-08-2021,Artificial intelligence,San Diego,United States,North America,2015,$328M,Andreessen Horowitz, Homebrew, Point72 Ventures,,3
Shift Technology,$1B,06-05-2021,Artificial intelligence,Paris,France,Europe,2014,$545M,Griffin Gaming Partners, Andreessen Horowitz, Battery Ventures,,3
ShipBob,$1B,29-06-2021,"Supply chain, logistics, & delivery",Chicago,United States,North America,2014,$331M,Hyde Park Venture Partners, FundersClub, Bain Capital Ventures,,3
Shippo,$1B,02-06-2021,"Supply chain, logistics, & delivery",San Francisco,United States,North America,2013,$154M,Version One Ventures, Uncork Capital, Bessemer Venture Partners,,3
Sidecar Health,$1B,26-01-2021,Fintech,El Segundo,United States,North America,2018,$163M,GreatPoint Ventures, Tiger Global Management, Menlo Ventures,,3
Sift,$1B,22-04-2021,Artificial intelligence,San Francisco,United States,North America,2011,$157M,Union Square Ventures, Insight Partners, Spark Capital,,3
Skydio,$1B,25-02-2021,"Supply chain, logistics, & delivery",Redwood City,United States,North America,2014,$340M,Andreessen Horowitz, Andreessen Horowitz, Institutional Venture Partners, Accel,4
Slice,$1B,28-11-2021,Fintech,Bengaluru,India,Asia,2015,$249M,Gunosy Capital, Blume Ventures, Das Capital,,3
SmartAsset,$1B,24-06-2021,Fintech,New York,United States,North America,2012,$161M,Javelin Venture Partners, TTV Capital, Peterson Ventures,,3
SMS Assist,$1B,07-06-2016,Internet software & services,Chicago,United States,North America,2003,$255M,Goldman Sachs, Insights Venture Partners, Pritzker Group Venture Capital,,3
SnapLogic,$1B,13-12-2021,Internet software & services,San Mateo,United States,North America,2006,$371M,Andreessen Horowitz, Triangle Peak Partners, Ignition Partners,,3
Snorkel AI,$1B,09-08-2021,Artificial intelligence,Palo Alto,United States,North America,2019,$135M,Greylock Partners, Google Ventures, BlackRock,,3
Solo.io,$1B,07-10-2021,Internet software & services,Cambridge,United States,North America,2017,$172M,True Ventures, Altimeter Capital, Redpoint Ventures,,3
SoundHound,$1B,03-05-2018,Artificial intelligence,Santa Clara,United States,North America,2005,$215M,Tencent Holdings, Walden Venture Capital, Global Catalyst Partnera,,3
Splashtop,$1B,27-01-2021,Internet software & services,San Jose,United States,North America,2006,$114M,Storm Ventures, DFJ DragonFund, New Enterprise Associates,,3
Standard,$1B,17-02-2021,Artificial intelligence,San Francisco,United States,North America,2017,$239M,CRV, Y Combinator, Initialized Capital,,3
Stytch,$1B,18-11-2021,Cybersecurity,San Francisco,United States,North America,2020,$126M,Index Ventures, Benchmark, Thrive Capital,,3
Swile,$1B,11-10-2021,Fintech,Montpellier,France,Europe,2016,$326M,Index Ventures, IDInvest Partners, Daphni,,3
Tarana Wireless,$1B,23-03-2022,Mobile & telecommunications,Milpitas,United States,North America,2009,$376M,Prime Movers Lab, Khosla Ventures, I Squared Capital,,3
TechStyle Fashion Group,$1B,29-08-2014,E-commerce & direct-to-consumer,El Segundo,United States,North America,2010,$336M,Matrix Partners, Passport Capital, Rho Ventures,,3
TensTorrent,$1B,05-05-2021,Artificial intelligence,Toronto,Canada,North America,2016,$235M,Eclipse Ventures, Fidelity Investments, Moore Capital Management,,3
TERMINUS Technology,$1B,25-10-2018,Hardware,Beijing,China,Asia,2015,$623M,China Everbright Limited, IDG Capital, iFLYTEK,,3
Tezign,$1B,02-11-2021,Internet software & services,Shanghai,China,Asia,2015,$151M,Sequoia Capital China, Linear Venture, Hearst Ventures,,3
The Zebra,$1B,12-04-2021,E-commerce & direct-to-consumer,Austin,United States,North America,2012,$257M,Silverton Partners, Accel, Ballast Point Ventures,,3
Thirty Madison,$1B,02-06-2021,Health,New York,United States,North America,1993,$210M,Northzone Ventures, Maveron, Johnson & Johnson Innovation,,3
Thought Machine,$1B,29-11-2021,Fintech,London,United Kingdom,Europe,2014,$403M,British Patient Capital, SEB Venture Capital, IQ Capital,,3
Timescale,$1B,22-02-2022,Internet software & services,New York,United States,North America,2015,$181M,New Enterprise Associates, Benchmark, Two Sigma Ventures,,3
Tractable,$1B,16-06-2021,Artificial intelligence,London,United Kingdom,Europe,2014,$120M,Insight Partners, Ignition Partners, Georgian Partners,,3
Tresata,$1B,10-10-2018,Fintech,Charlotte,United States,North America,2011,$51M,GCP Capital Partners,,,,1
TrialSpark,$1B,30-09-2021,Health,New York,United States,North America,2014,$156M,Sequoia Capital, Thrive Capital, Sound Ventures,,3
TrueLayer,$1B,21-09-2021,Fintech,London,United Kingdom,Europe,2016,$271M,Anthemis, Connect Ventures, Northzone Ventures,,3
Unico,$1B,03-08-2021,Artificial intelligence,Sao Paulo,Brazil,South America,2007,$237M,Big Bets, General Atlantic, SOFTBANK Latin America Ventures,,3
Vagaro,$1B,03-11-2021,Internet software & services,Dublin,United States,North America,2009,$163M,FTV Capital,,,,1
Vedantu,$1B,29-09-2021,Edtech,Bengaluru,India,Asia,2014,$292M,Accel, Tiger Global Management, Omidyar Network,,3
Veev,$1B,24-02-2022,Internet software & services,San Mateo,United States,North America,2008,$585M,Zeev Ventures, Bond, Fifth Wall Ventures,,3
Vise,$1B,18-05-2021,Fintech,New York,United States,North America,2016,$128M,Sequoia Capital, Founders Fund, Bling Capital,,3
Visier,$1B,29-06-2021,Internet software & services,Vancouver,Canada,North America,2010,$217M,Foundation Capital, Summit Partners, Adams Street Partners,,3
VOI,$1B,21-12-2021,Travel,Stockholm,Sweden,Europe,2018,$516M,Vostok New Ventures, The Raine Group, Balderton Capital,,3
Vox Media,$1B,12-08-2015,Internet software & services,Washington,United States,North America,2011,$308M,Accel Partners, Comcast Ventures, General Atlantic,,3
VTS,$1B,07-05-2019,Internet software & services,New York,United States,North America,2012,$187M,Trinity Ventures, Fifth Wall Ventures, OpenView Venture Partners,,3
Watershed,$1B,08-02-2022,Internet software & services,San Francisco,United States,North America,2019,$70M,Kleiner Perkins Caufield & Byers, Sequoia Capital,,,2
Weights & Biases,$1B,13-10-2021,Internet software & services,San Francisco,United States,North America,2017,$200M,Coatue Management, Insight Partners, Trinity Ventures,,3
WeLab,$1B,08-11-2017,Fintech,,Hong Kong,Asia,2013,$871M,Sequoia Capital China, ING, Alibaba Entrepreneurs Fund,,3
Womai,$1B,12-10-2015,E-commerce & direct-to-consumer,Beijing,China,Asia,2009,$330M,SAIF Partners China, Baidu, IDG Capital,,3
Wrapbook,$1B,10-11-2021,Fintech,New York,United States,North America,2018,$131M,Equal Ventures, Uncork Capital, Andreessen Horowitz,,3
Xendit,$1B,14-09-2021,Fintech,Jakarta,Indonesia,Asia,2014,$215M,Accel, Y Combinator, Amasia,,3
XForcePlus,$1B,01-06-2021,Internet software & services,Shanghai,China,Asia,2015,$200M,Eastern Bell Capital, Danhua Capital, MSA Capital,,3
YH Global,$1B,21-09-2017,"Supply chain, logistics, & delivery",Shenzhen,China,Asia,1997,$182M,Co-Energy Finance, Grandland,,,2
YipitData,$1B,06-12-2021,Internet software & services,New York,United States,North America,2008,$492M,RRE Ventures+, Highland Capital Partners, The Carlyle Group,,3
Yunxuetang,$1B,29-03-2021,Edtech,Suzhou,China,Asia,2011,$389M,Matrix Partners China, Sequoia Capital China, Hundreds Capital,,3
Zhaogang,$1B,29-06-2017,E-commerce & direct-to-consumer,Shanghai,China,Asia,2012,$379M,K2 Ventures, Matrix Partners China, IDG Capital,,3
Zhuan Zhuan,$1B,18-04-2017,E-commerce & direct-to-consumer,Beijing,China,Asia,2015,$990M,58.com, Tencent Holdings,,,2
Zihaiguo,$1B,06-05-2021,Consumer & retail,Chongqing,China,Asia,2018,$80M,Xingwang Investment Management, China Capital Investment Group, Matrix Partners China,,3
Zopa,$1B,19-10-2021,Fintech,London,United Kingdom,Europe,2005,$792M,IAG Capital Partners, Augmentum Fintech, Northzone Ventures,,3
Zwift,$1B,16-09-2020,E-commerce & direct-to-consumer,Long Beach,United States,North America,2014,$620M,Novator Partners, True, Causeway Media Partners,,3
